action,request_path,request_encoding,play_stage,client_evidence,request_fields,response_fields,cmn_effect,static_config_dependencies,persistence_entities,implementation_status,handling_class,test_fixture,device_validation,risk,next_step
team.getMostTeamInfo,?do=team.getMostTeamInfo,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),5 招募与编队,"[""ReconstructedJS/src_jsc/Cfg/Url.js:237"",""docs/ref/team.md#teamgetMostTeamInfo"",""Views/MultiLineUpView.js:63 (requestTeamsInfor)""]","[""user_id""]","[""team_info"",""team_info.length""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
team.loadTeamInfo,?do=team.loadTeamInfo,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),5 招募与编队,"[""ReconstructedJS/src_jsc/Cfg/Url.js:240"",""docs/ref/team.md#teamloadTeamInfo"",""Views/ShowTeamView.js:220 (useTeamButtonCallback)""]","[""team_id"",""user_id""]","[""return_info.this_team_info.team""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
team.saveTeamInfo,?do=team.saveTeamInfo,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),5 招募与编队,"[""ReconstructedJS/src_jsc/Cfg/Url.js:239"",""docs/ref/team.md#teamsaveTeamInfo"",""Views/ShowTeamView.js:171 (rightCB)""]","[""team_id"",""user_id""]","[""team_info.team""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
tower.towerBeStronger,/index.php?do=tower.towerBeStronger,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:91"",""docs/ref/tower.md#towertowerBeStronger"",""Scene/Climb/StartBattleScene.js:951 (exchangeBtnCallback1)"",""Scene/Climb/StartBattleScene.js:970 (exchangeBtnCallback2)"",""Scene/Climb/StartBattleScene.js:989 (exchangeBtnCallback3)""]","[""id""]","[""is_expired""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
tower.towerExchange,/index.php?do=tower.towerExchange,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:88"",""docs/ref/tower.md#towertowerExchange""]",[],[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,UNKNOWN,missing,NOT DEVICE VERIFIED,No static call site or server behavior; reachability is not established.,Trace inline/dynamic URL and original client path before classifying or implementing.
tower.towerExchangeList,/index.php?do=tower.towerExchangeList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:87"",""docs/ref/tower.md#towertowerExchangeList"",""Views/ClimbLadderArtifactStorey.js:88 (requestExchangeList)""]","[""requestExchangeListSuccessCallback""]","[""return_info.equipment_info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
tower.towerFight,/index.php?do=tower.towerFight,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:90"",""docs/ref/tower.md#towertowerFight"",""Scene/Climb/StartBattleScene.js:344 (requestForFight)""]","[""_setRankType"",""forcepush"",""ignoreRandEvent"",""other_id""]","[""is_expired""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
tower.towerFightBefore,/index.php?do=tower.towerFightBefore,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:89"",""docs/ref/tower.md#towertowerFightBefore""]",[],[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,UNKNOWN,missing,NOT DEVICE VERIFIED,No static call site or server behavior; reachability is not established.,Trace inline/dynamic URL and original client path before classifying or implementing.
tower.towerFightPass,/index.php?do=tower.towerFightPass,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:92"",""docs/ref/tower.md#towertowerFightPass"",""Views/ClimbLadderPFKGView.js:590 (rightCB)""]","[""forcepush"",""user_id""]","[""return_info.add_list""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
tower.towerInfo,/index.php?do=tower.towerInfo,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:86"",""docs/ref/tower.md#towertowerInfo"",""Views/ClimbLadderPFKGView.js:181 (requestStartInfo)"",""Views/ClimbLadderPFKGView.js:476 (goToXiuLuoCallback)"",""Scene/Climb/ClimbLadderScene.js:67 (requestService)""]","[""forcePush"",""requestCallback"",""requestStartInfoSuccessCallback"",""user_is_go_xiuluo""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
training.multiTraining,/index.php?do=training.multiTraining,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),7 常规成长,"[""ReconstructedJS/src_jsc/Cfg/Url.js:79"",""docs/ref/training.md#trainingmultiTraining"",""Scene/Training/GeneralTraningScene.js:583 (oneStepTyCallBack)"",""Scene/Training/GeneralTraningScene.js:634 (oneStepDoubleTyCallBack)""]","[""activity_push"",""double"",""forcepush"",""general_leader_id"",""team_id"",""user_id""]","[""info"",""is_double"",""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
training.training,/index.php?do=training.training,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),7 常规成长,"[""ReconstructedJS/src_jsc/Cfg/Url.js:78"",""docs/ref/training.md#trainingtraining"",""Scene/Training/GeneralTraningScene.js:904 (thankYouCallback)"",""Scene/Training/GeneralTraningScene.js:931 (doubleTankYouCallback)""]","[""activity_push"",""double"",""doubleTankYouCallback"",""forcepush"",""team_id"",""thankYouSuccessCallback"",""user_training_id""]","[""info"",""is_double""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
training.trainingInfo,/index.php?do=training.trainingInfo,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),7 常规成长,"[""ReconstructedJS/src_jsc/Cfg/Url.js:77"",""docs/ref/training.md#trainingtrainingInfo"",""Scene/Training/GeneralTraningScene.js:783 (refreshGeneralTrainingInfo)""]","[""refreshGeneralTrainingInfoSuccess""]","[""training_info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.allotDepot,?do=union.allotDepot,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:161"",""docs/ref/union.md#unionallotDepot"",""Views/Dialog/UnionDepotNumChooseDialog.js:150 (onClick)""]","[""forcepush"",""member_id"",""num"",""pk_id"",""user_id""]","[""return_info.log_content""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.apply,/index.php?do=union.apply,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:76"",""docs/ref/union.md#unionapply"",""Views/Union/UnionSearch.js:209 (requestApply)""]","[""union_id""]",[],No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.applyList,/index.php?do=union.applyList,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:73"",""docs/ref/union.md#unionapplyList"",""Views/Union/UnionMembershipLayer.js:239 (_readPlayerList)""]","[""union_id"",""user_id""]","[""return_info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.chgNotice,/?do=union.chgNotice,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:143"",""docs/ref/union.md#unionchgNotice"",""Views/Dialog/UnionChgNoticeSignDialog.js:129 (onBtnConfirmClick)""]","[""notice"",""union_id"",""user_id""]","[""result"",""return_info.log_content""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.chgSign,/?do=union.chgSign,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:144"",""docs/ref/union.md#unionchgSign"",""Views/Dialog/UnionChgNoticeSignDialog.js:150 (onBtnConfirmClick)""]","[""union_id"",""union_sign"",""user_id""]","[""result"",""return_info.log_content""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.create,/?do=union.create,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:146"",""docs/ref/union.md#unioncreate"",""Views/Union/UnionCreate.js:208 (requestCreateUnion)""]","[""union_name"",""union_sign""]","[""result""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
union.donate,/?do=union.donate,GET; encodeURIComponent(JSON.stringify(data)); ingor_encrypt=1; optional zlib=1; sign=MD5(raw JSON + client constant),9 社交与竞赛,"[""ReconstructedJS/src_jsc/Cfg/Url.js:148"",""docs/ref/union.md#uniondonate"",""Views/Union/UnionDonationLayer.js:310 (requestDonate)""]","[""data_id"",""forcepush"",""union_id"",""user_id""]","[""result"",""return_info""]",No model hop extracted; inspect ref page and cmn consumers.,not resolved from endpoint alone,not implemented,NOT_IMPLEMENTED,GAMEPLAY_REQUIRED,missing,NOT DEVICE VERIFIED,Client has a recovered call path; returning not_implemented can block this feature.,"Trace full client consumer, config dependencies, state changes, and failure path; implement behavior + tests."
